VILLCODE,COUNTYNAME,TOWNNAME,VILLNAME,VILLENG,COUNTYID,COUNTYCODE,TOWNID,TOWNCODE,housenum,2019戶,2019人,2009戶,2009人,全名,taxnum,綜合所?,ave,median,第一分?,第三分?,popdelta,標準差,變異數,empty
66000190006,臺中市,新社區,大南里,Danan Vil.,B,66000,B19,66000190,95,696,2139,691,2435,臺中市新社區大南里,412,302788,735,542,331,878,-0.121561,751.14,102.21,0.1287
66000190007,臺中市,新社區,永源里,Yongyuan Vil.,B,66000,B19,66000190,127,992,3439,896,3552,臺中市新社區永源里,522,379349,727,550,306,903,-0.031813,703.01,96.74,0.1228
66000190008,臺中市,新社區,中興里,Zhongxing Vil.,B,66000,B19,66000190,59,293,634,365,784,臺中市新社區中興里,104,64275,618,468,300,726,-0.191327,538.58,87.14,0.2489
66000190009,臺中市,新社區,協成里,Xiecheng Vil.,B,66000,B19,66000190,128,1050,3402,940,3480,臺中市新社區協成里,491,300696,612,511,294,750,-0.022414,488.59,79.78,0.1297
66000190010,臺中市,新社區,東興里,Dongxing Vil.,B,66000,B19,66000190,216,431,1408,403,1595,臺中市新社區東興里,261,187066,717,558,349,804,-0.117241,659.38,92,0.1437
66000190011,臺中市,新社區,慶西里,Qingxi Vil.,B,66000,B19,66000190,27,301,971,299,1131,臺中市新社區慶西里,143,90462,633,466,276,745,-0.141468,588.78,93.07,0.1111
66000190012,臺中市,新社區,中和里,Zhonghe Vil.,B,66000,B19,66000190,28,224,642,220,697,臺中市新社區中和里,85,56321,663,514,315,787,-0.07891,537.14,81.07,0.2333
66000200001,臺中市,石岡區,石岡里,Shigang Vil.,B,66000,B20,66000200,39,477,1466,448,1502,臺中市石岡區石岡里,333,235273,707,530,320,831,-0.023968,772.31,109.31,0.1058
66000200002,臺中市,石岡區,萬安里,Wan'an Vil.,B,66000,B20,66000200,35,588,1795,537,1826,臺中市石岡區萬安里,430,321896,749,557,346,916,-0.016977,697.53,93.18,0.0709
66000200003,臺中市,石岡區,九房里,Jiufang Vil.,B,66000,B20,66000200,30,474,1398,428,1468,臺中市石岡區九房里,338,241066,713,536,333,860,-0.047684,692.36,97.08,0.0933
66000200004,臺中市,石岡區,金星里,Jinxing Vil.,B,66000,B20,66000200,25,444,1432,425,1589,臺中市石岡區金星里,314,208994,666,506,302,886,-0.098804,550.63,82.73,0.0792
66000200005,臺中市,石岡區,龍興里,Longxing Vil.,B,66000,B20,66000200,8,224,742,232,874,臺中市石岡區龍興里,156,104634,671,466,305,866,-0.15103,593.97,88.56,0.0617
66000200006,臺中市,石岡區,萬興里,Wanxing Vil.,B,66000,B20,66000200,33,536,1689,509,1858,臺中市石岡區萬興里,441,340759,773,524,318,857,-0.090958,1872.02,242.27,0.0757
66000200007,臺中市,石岡區,梅子里,Meizi Vil.,B,66000,B20,66000200,39,682,2100,684,2310,臺中市石岡區梅子里,496,378072,762,527,340,890,-0.090909,852.13,111.79,0.0749
66000200008,臺中市,石岡區,土牛里,Tuniu Vil.,B,66000,B20,66000200,46,385,1140,380,1257,臺中市石岡區土牛里,279,190203,682,491,313,837,-0.093079,635.53,93.22,0.1618
66000200009,臺中市,石岡區,德興里,Dexing Vil.,B,66000,B20,66000200,75,564,1625,560,1871,臺中市石岡區德興里,430,299549,697,579,331,865,-0.13148,656.3,94.21,0.1439
66000200010,臺中市,石岡區,和盛里,Hecheng Vil.,B,66000,B20,66000200,63,532,1371,543,1607,臺中市石岡區和盛里,318,215893,679,504,315,867,-0.146857,613.08,90.3,0.1404
66000210001,臺中市,外埔區,永豐里,Yongfeng Vil.,B,66000,B21,66000210,41,398,1264,340,1309,臺中市外埔區永豐里,292,217139,744,496,324,809,-0.034377,1062.41,142.87,0.1525
66000210002,臺中市,外埔區,六分里,Liufen Vil.,B,66000,B21,66000210,54,794,2656,657,2451,臺中市外埔區六分里,632,446968,707,574,361,928,0.083639,509.38,72.02,0.0703
66000210003,臺中市,外埔區,三崁里,Sankan Vil.,B,66000,B21,66000210,51,655,2179,589,2363,臺中市外埔區三崁里,481,345890,719,600,347,926,-0.077867,663.98,92.33,0.0853
66000210004,臺中市,外埔區,大同里,Datong Vil.,B,66000,B21,66000210,129,1711,5677,1333,5212,臺中市外埔區大同里,1415,1096373,775,583,360,943,0.089217,758.05,97.84,0.0791
66000210005,臺中市,外埔區,水美里,Shuimei Vil.,B,66000,B21,66000210,101,1318,4005,1164,3983,臺中市外埔區水美里,1040,948511,912,572,346,940,0.005523,3699.77,405.66,0.0782
66000210006,臺中市,外埔區,大東里,Dadong Vil.,B,66000,B21,66000210,96,2473,7683,2084,7282,臺中市外埔區大東里,1841,1336682,726,583,367,926,0.055067,546.65,75.29,0.0777
66000210007,臺中市,外埔區,馬鳴里,Maming Vil.,B,66000,B21,66000210,51,482,1621,434,1686,臺中市外埔區馬鳴里,372,246711,663,499,338,778,-0.038553,646.49,97.48,0.1414
66000210008,臺中市,外埔區,中山里,Zhongshan Vil.,B,66000,B21,66000210,74,406,1449,342,1409,臺中市外埔區中山里,347,256734,740,529,336,900,0.028389,677.91,91.63,0.1142
66000210009,臺中市,外埔區,鐵山里,Tieshan Vil.,B,66000,B21,66000210,71,774,2459,703,2654,臺中市外埔區鐵山里,532,369230,694,552,348,825,-0.073474,614.19,88.49,0.1115
66000210010,臺中市,外埔區,土城里,Tucheng Vil.,B,66000,B21,66000210,49,497,1868,487,2088,臺中市外埔區土城里,407,273063,671,541,345,838,-0.105364,664.39,99.03,0.1176
66000210011,臺中市,外埔區,?子里,Buzi  Vil.,B,66000,B21,66000210,25,394,1363,362,1549,臺中市外埔區?子里,276,178508,647,463,318,763,-0.120077,639.43,98.87,0.0858
66000220001,臺中市,大安區,南埔里,Nanpu Vil.,B,66000,B22,66000220,42,358,1197,335,1361,臺中市大安區南埔里,244,152360,624,525,299,803,-0.1205,474.82,76.04,0.1194
66000220002,臺中市,大安區,南庄里,Nanzhuang Vil.,B,66000,B22,66000220,37,344,1171,345,1376,臺中市大安區南庄里,245,168488,688,542,327,864,-0.148983,602.22,87.57,0.1111
66000220003,臺中市,大安區,中庄里,Zhongzhuang Vil.,B,66000,B22,66000220,101,892,3126,804,3223,臺中市大安區中庄里,752,518248,689,519,313,804,-0.030096,728.05,105.64,0.1087
66000220004,臺中市,大安區,龜?里,Guike Vil.,B,66000,B22,66000220,52,506,1781,486,2053,臺中市大安區龜?里,428,286595,670,519,329,785,-0.132489,595.34,88.91,0.1038
66000220005,臺中市,大安區,福興里,Fuxing Vil.,B,66000,B22,66000220,21,393,1327,375,1459,臺中市大安區福興里,321,215322,671,549,312,840,-0.090473,528.04,78.72,0.0595
66000220006,臺中市,大安區,東安里,Dong'an Vil.,B,66000,B22,66000220,47,442,1448,421,1582,臺中市大安區東安里,381,240011,630,499,323,783,-0.084703,514.26,81.64,0.1045
66000220007,臺中市,大安區,頂安里,Ding'an Vil.,B,66000,B22,66000220,32,293,1040,277,1157,臺中市大安區頂安里,219,150472,687,504,301,837,-0.101124,764.04,111.2,0.1193
66000220008,臺中市,大安區,永安里,Yong'an Vil.,B,66000,B22,66000220,44,580,2048,547,2249,臺中市大安區永安里,424,264753,624,517,315,811,-0.089373,491.18,78.66,0.0803
66000220009,臺中市,大安區,福住里,Fuzhu Vil.,B,66000,B22,66000220,20,358,1209,316,1347,臺中市大安區福住里,240,163696,682,530,358,853,-0.10245,564.66,82.79,0.067
66000220010,臺中市,大安區,海墘里,Haiqi Vil.,B,66000,B22,66000220,58,510,1619,487,1795,臺中市大安區海墘里,373,253516,680,481,304,819,-0.09805,636.5,93.65,0.112
66000220011,臺中市,大安區,西安里,Xi'an Vil.,B,66000,B22,66000220,39,564,2054,493,1985,臺中市大安區西安里,514,343819,669,506,318,816,0.034761,575.44,86.03,0.0704
66000220012,臺中市,大安區,松雅里,Songya Vil.,B,66000,B22,66000220,32,343,1091,268,1018,臺中市大安區松雅里,261,213126,817,618,365,1019,0.071709,756.54,92.65,0.093
66000230001,臺中市,烏日區,烏日里,Wuri Vil.,B,66000,B23,66000230,406,3692,10200,2831,8855,臺中市烏日區烏日里,2944,2451347,833,617,359,1046,0.151892,804.72,96.65,0.1076
66000230002,臺中市,烏日區,湖日里,Huri Vil.,B,66000,B23,66000230,110,1053,2958,896,2904,臺中市烏日區湖日里,704,513883,730,562,346,889,0.018595,690.07,94.54,0.0975
66000230003,臺中市,烏日區,三和里,Sanhe Vil.,B,66000,B23,66000230,291,2358,5947,1423,4490,臺中市烏日區三和里,1437,1234953,859,639,386,1084,0.324499,778.01,90.53,0.1226
66000230004,臺中市,烏日區,榮泉里,Rongquan Vil.,B,66000,B23,66000230,559,2622,6455,986,3283,臺中市烏日區榮泉里,1709,1457331,853,663,380,1107,0.966189,770.08,90.31,0.1724
66000230006,臺中市,烏日區,九德里,Jiude Vil.,B,66000,B23,66000230,330,5238,16245,4388,15272,臺中市烏日區九德里,4076,3121229,766,587,350,950,0.063711,746.93,97.54,0.0689
66000230007,臺中市,烏日區,仁德里,Rende Vil.,B,66000,B23,66000230,147,3175,9591,2462,8195,臺中市烏日區仁德里,2540,2209227,870,638,371,1084,0.170348,1024.71,117.81,0.0682
66000230008,臺中市,烏日區,前竹里,Qianzhu Vil.,B,66000,B23,66000230,47,608,2045,760,3013,臺中市烏日區前竹里,762,590124,774,518,322,887,-0.321274,1490.33,192.44,0.0823
66000230009,臺中市,烏日區,五光里,Wuguang Vil.,B,66000,B23,66000230,51,606,1940,549,2060,臺中市烏日區五光里,482,348430,723,541,300,918,-0.058252,676.32,93.56,0.0973
66000230010,臺中市,烏日區,光明里,Guangming Vil.,B,66000,B23,66000230,135,783,2487,740,2659,臺中市烏日區光明里,693,455724,658,487,303,815,-0.064686,671.89,102.17,0.0733
66000230011,臺中市,烏日區,東園里,Dongyuan Vil.,B,66000,B23,66000230,44,749,2559,625,2540,臺中市烏日區東園里,605,446430,738,536,322,863,0.00748,735.82,99.72,0.07
66000230012,臺中市,烏日區,溪埧里,Xiju Vil.,B,66000,B23,66000230,65,1518,5182,1309,5331,臺中市烏日區溪埧里,1361,975260,717,529,331,864,-0.02795,696.02,97.13,0.0473
66000230014,臺中市,烏日區,北里里,Beili Vil.,B,66000,B23,66000230,30,570,1938,519,1982,臺中市烏日區北里里,508,397579,783,531,332,928,-0.0222,805.52,102.92,0.0658
66000230015,臺中市,烏日區,南里里,Nan Vil.,B,66000,B23,66000230,35,465,1573,359,1527,臺中市烏日區南里里,407,275615,677,521,302,819,0.030124,628.12,92.75,0.0865
66000230016,臺中市,烏日區,溪尾里,Xiwei Vil.,B,66000,B23,66000230,23,320,968,294,1039,臺中市烏日區溪尾里,162,118501,731,549,329,760,-0.068335,1777.62,243.01,0.1136
66000240002,臺中市,大肚區,中和里,Zhonghe Vil.,B,66000,B24,66000240,28,274,1022,264,1123,臺中市大肚區中和里,270,189264,701,580,325,913,-0.089938,544.65,77.7,0.1105
66000240003,臺中市,大肚區,福山里,Fushan Vil.,B,66000,B24,66000240,84,1293,4234,1183,4483,臺中市大肚區福山里,1129,787664,698,536,336,868,-0.055543,745.88,106.91,0.0637
66000240004,臺中市,大肚區,營埔里,Yingpu Vil.,B,66000,B24,66000240,45,475,1716,443,1831,臺中市大肚區營埔里,447,313567,701,516,318,810,-0.062807,1229.78,175.31,0.0987
66000240005,臺中市,大肚區,社腳里,Shejiao Vil.,B,66000,B24,66000240,66,831,2870,757,3029,臺中市大肚區社腳里,785,545322,695,530,346,847,-0.052493,760.22,109.44,0.0794
66000240007,臺中市,大肚區,大東里,Dadong Vil.,B,66000,B24,66000240,96,1143,3686,1025,3598,臺中市大肚區大東里,969,726742,750,606,367,967,0.024458,626.2,83.49,0.0841
66000240008,臺中市,大肚區,大肚里,Dadu Vil.,B,66000,B24,66000240,140,862,2627,645,2281,臺中市大肚區大肚里,762,675265,886,620,366,1140,0.151688,874.44,98.68,0.1414
66000240009,臺中市,大肚區,永和里,Yonghe Vil.,B,66000,B24,66000240,20,308,966,281,1088,臺中市大肚區永和里,248,174314,703,532,315,941,-0.112132,619.29,88.11,0.0823
66000240010,臺中市,大肚區,磺溪里,Huangxi Vil.,B,66000,B24,66000240,48,626,1984,509,1881,臺中市大肚區磺溪里,531,413068,778,603,351,1000,0.054758,672.73,86.48,0.074
66000240011,臺中市,大肚區,永順里,Yongshun Vil.,B,66000,B24,66000240,88,571,2004,496,2060,臺中市大肚區永順里,491,327611,667,514,319,818,-0.027184,580.84,87.05,0.1588
66000240012,臺中市,大肚區,成功里,Chenggong Vil.,B,66000,B24,66000240,108,316,1125,295,1159,臺中市大肚區成功里,280,207817,742,601,361,927,-0.029336,604.53,81.45,0.1041
66000240013,臺中市,大肚區,山陽里,Shanyang Vil.,B,66000,B24,66000240,35,520,1575,447,1737,臺中市大肚區山陽里,437,307740,704,550,345,826,-0.093264,628.61,89.27,0.1011
66000240014,臺中市,大肚區,頂街里,Dingjie Vil.,B,66000,B24,66000240,235,3032,9128,2533,8281,臺中市大肚區頂街里,2492,1990768,799,624,380,1027,0.102282,662.28,82.9,0.0785
66000240015,臺中市,大肚區,瑞井里,Ruijing Vil.,B,66000,B24,66000240,158,1930,6137,1619,5697,臺中市大肚區瑞井里,1542,1069692,694,548,346,845,0.077234,712.07,102.65,0.0771
66000240016,臺中市,大肚區,蔗?里,Zhebu  Vil.,B,66000,B24,66000240,140,1887,5765,1450,5113,臺中市大肚區蔗?里,1474,1044815,709,554,360,847,0.127518,622.72,87.85,0.0691
66000240017,臺中市,大肚區,自強里,Ziqiang Vil.,B,66000,B24,66000240,106,1484,4060,1259,3991,臺中市大肚區自強里,1032,694803,673,544,351,841,0.017289,505.63,75.1,0.0633
66000250001,臺中市,龍井區,竹坑里,Zhukeng Vil.,B,66000,B25,66000250,76,1049,3622,926,3496,臺中市龍井區竹坑里,993,704053,709,556,341,887,0.036041,599.52,84.56,0.0754
66000250002,臺中市,龍井區,龍東里,Longdong Vil.,B,66000,B25,66000250,78,967,3375,884,3518,臺中市龍井區龍東里,895,662061,740,568,362,909,-0.040648,686.96,92.87,0.0817
66000250003,臺中市,龍井區,龍西里,Longxi Vil.,B,66000,B25,66000250,40,659,2227,612,2385,臺中市龍井區龍西里,577,418950,726,569,378,947,-0.066247,542.97,74.78,0.0798
66000250004,臺中市,龍井區,田中里,Tianzhong Vil.,B,66000,B25,66000250,72,1172,4227,978,4052,臺中市龍井區田中里,1101,786236,714,568,342,930,0.043189,561.1,78.57,0.0727
66000250005,臺中市,龍井區,福田里,Futian Vil.,B,66000,B25,66000250,27,335,1218,315,1303,臺中市龍井區福田里,301,203839,677,521,348,854,-0.065234,497.38,73.45,0.1349
66000250006,臺中市,龍井區,麗水里,Lishui Vil.,B,66000,B25,66000250,56,836,2667,752,2797,臺中市龍井區麗水里,677,462454,683,538,343,897,-0.046478,509.64,74.61,0.0933
66000250007,臺中市,龍井區,龍津里,Longjin Vil.,B,66000,B25,66000250,136,1610,6082,1452,6301,臺中市龍井區龍津里,1608,1146560,713,555,341,899,-0.034756,665.93,93.39,0.0891
66000250008,臺中市,龍井區,三德里,Sande Vil.,B,66000,B25,66000250,66,962,3466,869,3723,臺中市龍井區三德里,951,622663,655,507,314,819,-0.06903,534.27,81.6,0.0704
66000250009,臺中市,龍井區,忠和里,Zhonghe Vil.,B,66000,B25,66000250,123,1644,6094,1365,5918,臺中市龍井區忠和里,1729,1348149,780,578,348,982,0.02974,742.54,95.23,0.0846
66000250010,臺中市,龍井區,山腳里,Shanjiao Vil.,B,66000,B25,66000250,191,2103,7027,1714,6286,臺中市龍井區山腳里,1841,1353073,735,578,347,968,0.117881,582.37,79.24,0.0882
66000250011,臺中市,龍井區,龍泉里,Longquan Vil.,B,66000,B25,66000250,324,2926,9060,1956,7044,臺中市龍井區龍泉里,2487,2145097,863,674,392,1098,0.286201,767.54,88.99,0.1109
66000250012,臺中市,龍井區,龍崗里,Longgang Vil.,B,66000,B25,66000250,71,928,3121,804,3095,臺中市龍井區龍崗里,845,625455,740,546,336,888,0.008401,724.39,97.87,0.0806
66000250013,臺中市,龍井區,新庄里,Xinzhuang Vil.,B,66000,B25,66000250,111,2286,7634,1904,7339,臺中市龍井區新庄里,1871,1408075,753,569,347,956,0.040196,673.87,89.54,0.0588
66000250014,臺中市,龍井區,南寮里,Nanliao Vil.,B,66000,B25,66000250,21,497,1909,432,2030,臺中市龍井區南寮里,431,299206,694,556,358,842,-0.059606,553.09,79.67,0.0684
66000250015,臺中市,龍井區,新東里,Xindong Vil.,B,66000,B25,66000250,391,2096,5725,1745,5120,臺中市龍井區新東里,1534,1468059,957,581,342,1006,0.118164,5911.61,617.71,0.1091
66000250016,臺中市,龍井區,東海里,Donghai Vil.,B,66000,B25,66000250,482,3696,10573,3060,8634,臺中市龍井區東海里,2907,3440005,1183,669,376,1208,0.224577,11489.96,970.97,0.109
66000260002,臺中市,霧峰區,吉峰里,Jifeng Vil.,B,66000,B26,66000260,289,3493,10766,3049,10329,臺中市霧峰區吉峰里,2912,2207461,758,520,319,858,0.042308,1599.56,211.01,0.0778
66000260003,臺中市,霧峰區,甲寅里,Jiayin Vil.,B,66000,B26,66000260,137,1890,5494,1677,5328,臺中市霧峰區甲寅里,1393,990481,711,522,323,882,0.031156,685.14,96.36,0.0692
66000260005,臺中市,霧峰區,中正里,Zhongzheng Vil.,B,66000,B26,66000260,75,836,2366,762,2300,臺中市霧峰區中正里,631,498202,790,569,354,970,0.028696,1245.64,157.77,0.085
66000260006,臺中市,霧峰區,錦榮里,Jinrong Vil.,B,66000,B26,66000260,68,483,1443,407,1292,臺中市霧峰區錦榮里,332,253943,765,570,317,992,0.116873,671.92,87.85,0.1211
66000260007,臺中市,霧峰區,萊園里,Laiyuan Vil.,B,66000,B26,66000260,29,408,1259,378,1383,臺中市霧峰區萊園里,282,205600,729,496,336,919,-0.08966,675.38,92.64,0.0842
66000260008,臺中市,霧峰區,本堂里,Bentang Vil.,B,66000,B26,66000260,238,2437,7009,2166,6779,臺中市霧峰區本堂里,1945,1574388,809,592,340,986,0.033928,842.91,104.13,0.085
66000260011,臺中市,霧峰區,南柳里,Nanliu Vil.,B,66000,B26,66000260,50,638,2249,594,2281,臺中市霧峰區南柳里,524,348798,666,507,299,803,-0.014029,580.23,87.17,0.0615
66000260012,臺中市,霧峰區,四德里,Side Vil.,B,66000,B26,66000260,86,868,2855,703,2705,臺中市霧峰區四德里,683,511744,749,524,327,842,0.055453,818.13,109.19,0.1041
66000260013,臺中市,霧峰區,五福里,Wufu Vil.,B,66000,B26,66000260,39,834,2972,768,3208,臺中市霧峰區五福里,724,500071,691,512,317,886,-0.073566,636.47,92.15,0.052
66000260017,臺中市,霧峰區,六股里,Liugu Vil.,B,66000,B26,66000260,68,815,2878,764,2919,臺中市霧峰區六股里,647,414767,641,522,320,832,-0.014046,493.23,76.94,0.0911
66000260018,臺中市,霧峰區,丁台里,Dingtai Vil.,B,66000,B26,66000260,47,730,2742,664,2732,臺中市霧峰區丁台里,439,286396,652,508,295,789,0.00366,676.52,97.14,0.0675
66000260019,臺中市,霧峰區,北勢里,Beishi Vil.,B,66000,B26,66000260,43,702,2576,550,2379,臺中市霧峰區北勢里,534,382190,716,548,323,866,0.082808,622.75,87.01,0.0681
66000260020,臺中市,霧峰區,南勢里,Nanshi Vil.,B,66000,B26,66000260,82,397,1555,367,1626,臺中市霧峰區南勢里,301,204095,678,514,315,786,-0.043665,709.89,104.7,0.0636
66000270001,臺中市,太平區,太平里,Taiping Vil.,B,66000,B27,66000270,147,2047,6568,1962,7089,臺中市太平區太平里,1869,1393783,746,502,301,856,-0.073494,992.69,133.12,0.0808
66000270002,臺中市,太平區,長億里,Changyi Vil.,B,66000,B27,66000270,122,2363,7397,1839,6191,臺中市太平區長億里,1737,1219873,702,558,336,896,0.194799,595.53,84.8,0.0561
66000270003,臺中市,太平區,中平里,Zhongping Vil.,B,66000,B27,66000270,97,1617,4956,1378,4627,臺中市太平區中平里,1215,878615,723,534,313,844,0.071104,1409.18,194.87,0.0634
66000270004,臺中市,太平區,中興里,Zhongxing Vil.,B,66000,B27,66000270,59,1246,3894,1173,4108,臺中市太平區中興里,1129,795922,705,552,312,864,-0.052093,688.52,97.67,0.0517
66000270005,臺中市,太平區,建國里,Jianguo Vil.,B,66000,B27,66000270,66,1114,3429,1068,3621,臺中市太平區建國里,865,583167,674,507,290,793,-0.053024,701.81,104.1,0.0602
66000270006,臺中市,太平區,東平里,Dongping Vil.,B,66000,B27,66000270,121,1662,5074,1364,4647,臺中市太平區東平里,1199,866542,723,545,335,853,0.091887,1240.77,171.68,0.0704
66000270007,臺中市,太平區,宜欣里,Yixin Vil.,B,66000,B27,66000270,194,2427,7253,2110,6922,臺中市太平區宜欣里,1731,1123351,649,518,311,824,0.047819,568.41,87.59,0.0819
66000270008,臺中市,太平區,中山里,Zhongshan Vil.,B,66000,B27,66000270,74,1760,4152,1534,4153,臺中市太平區中山里,852,597911,702,542,331,887,-0.000241,576.43,82.14,0.0614
66000270009,臺中市,太平區,坪林里,Pinglin Vil.,B,66000,B27,66000270,130,1263,3817,1197,4042,臺中市太平區坪林里,879,629588,716,536,323,889,-0.055666,648.39,90.53,0.0846
66000270010,臺中市,太平區,光華里,Guanghua Vil.,B,66000,B27,66000270,152,2097,6050,1755,5643,臺中市太平區光華里,1470,1037183,706,555,329,868,0.072125,660.39,93.6,0.0746
66000270011,臺中市,太平區,新坪里,Xinping Vil.,B,66000,B27,66000270,387,3417,9391,2432,7468,臺中市太平區新坪里,2184,1732538,793,587,352,994,0.257499,780.31,98.36,0.1139
66000270012,臺中市,太平區,新光里,Xinguang Vil.,B,66000,B27,66000270,281,2980,8994,2396,7992,臺中市太平區新光里,2143,1640500,766,564,331,936,0.125375,845.66,110.47,0.0977
66000270013,臺中市,太平區,新福里,Xinfu Vil.,B,66000,B27,66000270,562,2986,7946,1931,5758,臺中市太平區新福里,1843,1553072,843,624,365,1076,0.379993,749.88,88.99,0.177
66000270014,臺中市,太平區,頭汴里,Toubian Vil.,B,66000,B27,66000270,67,678,2087,686,2438,臺中市太平區頭汴里,408,240899,590,435,253,710,-0.14397,681.01,115.34,0.1117
66000270016,臺中市,太平區,興隆里,Xinglong Vil.,B,66000,B27,66000270,127,1265,3886,1144,3976,臺中市太平區興隆里,751,469558,625,470,288,771,-0.022636,604.87,96.74,0.1041
66000270017,臺中市,太平區,光隆里,Guanglong Vil.,B,66000,B27,66000270,47,1164,3761,1034,3793,臺中市太平區光隆里,840,541386,645,499,318,801,-0.008437,544.79,84.53,0.048
66000270018,臺中市,太平區,德隆里,Delong Vil.,B,66000,B27,66000270,121,1918,5814,1566,5236,臺中市太平區德隆里,1362,973363,715,493,316,782,0.11039,2352.68,329.2,0.0671
66000270020,臺中市,太平區,永成里,Yongcheng Vil.,B,66000,B27,66000270,225,2629,8264,2020,6649,臺中市太平區永成里,1928,1320344,685,530,316,872,0.242894,608.57,88.86,0.0905
66000270021,臺中市,太平區,永平里,Yongping Vil.,B,66000,B27,66000270,101,1637,4845,1360,4521,臺中市太平區永平里,1215,924036,761,559,328,922,0.071666,833.03,109.53,0.0617
66000270022,臺中市,太平區,成功里,Chenggong Vil.,B,66000,B27,66000270,108,1582,4746,1355,4456,臺中市太平區成功里,1030,702656,682,533,304,837,0.065081,633.81,92.91,0.0745
66000270023,臺中市,太平區,東和里,Donghe Vil.,B,66000,B27,66000270,98,1111,3457,869,2929,臺中市太平區東和里,789,561683,712,522,323,875,0.180266,673.05,94.54,0.0962
66000270024,臺中市,太平區,中政里,Zhongzheng Vil.,B,66000,B27,66000270,88,1537,4440,1383,4519,臺中市太平區中政里,1020,674739,662,536,318,845,-0.017482,544.03,82.24,0.0622
66000270025,臺中市,太平區,平安里,Ping'an Vil.,B,66000,B27,66000270,39,842,2689,752,2744,臺中市太平區平安里,652,400863,615,506,304,809,-0.020044,460.65,74.92,0.055
66000270026,臺中市,太平區,建興里,Jianxing Vil.,B,66000,B27,66000270,133,1232,3400,1151,3573,臺中市太平區建興里,766,489581,639,524,315,766,-0.048419,587.6,91.94,0.1106
66000270027,臺中市,太平區,新興里,Xinxing Vil.,B,66000,B27,66000270,284,2535,6790,757,2465,臺中市太平區新興里,1729,1643465,951,726,396,1248,1.754564,893.7,94.02,0.1066
66000270028,臺中市,太平區,新高里,Xingao Vil.,B,66000,B27,66000270,456,3637,9336,1369,4139,臺中市太平區新高里,2218,2085941,940,678,389,1165,1.255617,1257.19,133.68,0.1176
66000270029,臺中市,太平區,新吉里,Xinji Vil.,B,66000,B27,66000270,225,2326,6937,1830,5984,臺中市太平區新吉里,1689,1266979,750,572,353,983,0.159258,633.5,84.45,0.1006
66000270030,臺中市,太平區,新城里,Xincheng Vil.,B,66000,B27,66000270,210,2461,6760,1921,5717,臺中市太平區新城里,1442,1069629,742,591,347,926,0.182438,628.84,84.78,0.0846
66000270031,臺中市,太平區,宜佳里,Yijia Vil.,B,66000,B27,66000270,197,2497,7172,2167,6730,臺中市太平區宜佳里,1752,1251035,714,537,329,875,0.065676,650.85,91.15,0.079
66000270032,臺中市,太平區,宜昌里,Yichang Vil.,B,66000,B27,66000270,173,1600,4454,1375,4223,臺中市太平區宜昌里,1090,764344,701,545,331,882,0.0547,609.35,86.9,0.1001
66000270033,臺中市,太平區,光明里,Guangming Vil.,B,66000,B27,66000270,135,1638,4418,1431,4238,臺中市太平區光明里,1063,874524,823,599,363,1005,0.042473,833.05,101.26,0.0884
66000270034,臺中市,太平區,豐年里,Fengnian Vil.,B,66000,B27,66000270,97,1712,5071,1544,4991,臺中市太平區豐年里,1314,983097,748,559,335,940,0.016029,734.34,98.15,0.0586
66000270035,臺中市,太平區,大興里,Daxing Vil.,B,66000,B27,66000270,66,963,2880,815,2775,臺中市太平區大興里,684,470041,687,532,311,845,0.037838,603.09,87.76,0.0738
66000270036,臺中市,太平區,勤益里,Qinyi Vil.,B,66000,B27,66000270,183,899,2531,848,2689,臺中市太平區勤益里,640,497722,778,554,325,906,-0.058758,1657.69,213.15,0.1158
66000270037,臺中市,太平區,聖和里,Shenghe Vil.,B,66000,B27,66000270,90,598,1755,563,1871,臺中市太平區聖和里,388,305149,786,514,306,841,-0.061999,1065.72,135.51,0.155
66000270038,臺中市,太平區,福隆里,Fulong Vil.,B,66000,B27,66000270,81,1388,4221,1215,4007,臺中市太平區福隆里,1012,641586,634,506,307,821,0.053407,540.26,85.22,0.0675
66000270039,臺中市,太平區,永隆里,Yonglong Vil.,B,66000,B27,66000270,319,958,3029,874,3092,臺中市太平區永隆里,686,440684,642,483,319,757,-0.020375,636.78,99.13,0.0531
66000280001,臺中市,大里區,大里里,Da Vil.,B,66000,B28,66000280,91,1379,4188,1229,4278,臺中市大里區大里里,1022,721804,706,524,316,872,-0.021038,658.13,93.18,0.0684
66000280002,臺中市,大里區,新里里,Xin Vil.,B,66000,B28,66000280,332,4474,12446,3450,10710,臺中市大里區新里里,2994,2672311,893,615,339,1143,0.162092,1026.8,115.04,0.0945
66000280003,臺中市,大里區,樹王里,Shuwang Vil.,B,66000,B28,66000280,182,1324,4536,1080,4119,臺中市大里區樹王里,1055,771896,732,548,312,933,0.101238,682.11,93.23,0.1465
66000280004,臺中市,大里區,東興里,Dongxing Vil.,B,66000,B28,66000280,216,2783,8352,2530,8458,臺中市大里區東興里,2422,1911589,789,569,343,974,-0.012533,796.79,100.95,0.0758
66000280005,臺中市,大里區,祥興里,Xiangxing Vil.,B,66000,B28,66000280,368,3186,8264,2525,7239,臺中市大里區祥興里,2204,1554073,705,548,315,900,0.141594,604.02,85.66,0.1099
